"USPS","GEOID","NAME","ALAND_SQMI","AWATER_SQMI"
"MN","27041","Douglas County",637.047,82.958
"MN","27043","Faribault County",712.475,9.429
"MN","27045","Fillmore County",861.291,0.799
"MN","27047","Freeborn County",707.087,15.334
"MN","27049","Goodhue County",756.85,23.555
"MN","27051","Grant County",547.797,27.685
"MN","27053","Hennepin County",553.641,52.931
"MN","27055","Houston County",552.043,16.794
"MN","27057","Hubbard County",925.901,73.591
"MN","27059","Isanti County",435.744,15.893
"MN","27061","Itasca County",2667.255,260.622
"MN","27063","Jackson County",702.972,16.263
"MN","27065","Kanabec County",521.59,12.094
"MN","27067","Kandiyohi County",797.293,65.061
"MN","27069","Kittson County",1098.806,4.792
"MN","27071","Koochiching County",3104.192,49.808
"MN","27073","Lac qui Parle County",765.021,12.99
"MN","27075","Lake County",2109.279,881.337
"MN","27077","Lake of the Woods County",1297.868,476.796
"MN","27079","Le Sueur County",448.774,25.057
"MN","27081","Lincoln County",536.751,11.682
"MN","27083","Lyon County",714.564,7.103
"MN","27085","McLeod County",491.481,14.046
"MN","27087","Mahnomen County",557.874,25.039
"MN","27089","Marshall County",1775.06,37.846
"MN","27091","Martin County",712.338,17.239
"MN","27093","Meeker County",608.153,36.623
"MN","27095","Mille Lacs County",572.338,109.267
"MN","27097","Morrison County",1125.081,28.299
"MN","27099","Mower County",711.328,0.238
"MN","27101","Murray County",704.7,14.802
"MN","27103","Nicollet County",448.62,18.327
"MN","27105","Nobles County",715.105,7.447
"MN","27107","Norman County",872.789,3.941
"MN","27109","Olmsted County",653.697,1.166
"MN","27111","Otter Tail County",1972.039,252.503
"MN","27113","Pennington County",616.578,1.673
"MN","27115","Pine County",1411.29,23.267
"MN","27117","Pipestone County",465.055,0.907
"MN","27119","Polk County",1971.078,26.707
"MN","27121","Pope County",669.553,47.58
"MN","27123","Ramsey County",152.158,17.924
"MN","27125","Red Lake County",432.407,0.088
"MN","27127","Redwood County",878.576,3.174
"MN","27129","Renville County",982.918,4.19
"MN","27131","Rice County",495.844,20.099
"MN","27133","Rock County",482.458,0.27
"MN","27135","Roseau County",1671.614,6.535
"MN","27137","St. Louis County",6247.555,611.963
"MN","27139","Scott County",356.259,12.114
"MN","27141","Sherburne County",432.915,18.128
"MN","27143","Sibley County",588.782,11.748
"MN","27145","Stearns County",1342.828,47.141
"MN","27147","Steele County",429.645,2.694
"MN","27149","Stevens County",563.612,11.706
"MN","27151","Swift County",742.039,10.119
"MN","27153","Todd County",944.979,34.521
"MN","27155","Traverse County",573.872,11.979
"MN","27157","Wabasha County",522.921,26.624
"MN","27159","Wadena County",536.266,6.965
"MN","27161","Waseca County",423.362,9.612
"MN","27163","Washington County",384.402,38.41
"MN","27165","Watonwan County",434.954,4.776
"MN","27167","Wilkin County",750.984,0.186
"MN","27169","Winona County",626.091,15.491
"MN","27171","Wright County",661.328,52.922
"MN","27173","Yellow Medicine County",759.101,4.127
"MS","28001","Adams County",462.344,25.202
"MS","28003","Alcorn County",400.041,1.32
"MS","28005","Amite County",730.1,1.497
"MS","28007","Attala County",734.982,1.709
"MS","28009","Benton County",406.616,2.038
"MS","28011","Bolivar County",876.573,29.244
"MS","28013","Calhoun County",586.573,1.386
"MS","28015","Carroll County",628.243,6.342
"MS","28017","Chickasaw County",501.782,2.464
"MS","28019","Choctaw County",418.183,1.673
"MS","28021","Claiborne County",487.415,13.788
"MS","28023","Clarke County",691.577,1.957
"MS","28025","Clay County",410.066,5.943
"MS","28027","Coahoma County",552.526,30.627
"MS","28029","Copiah County",777.242,2.222
"MS","28031","Covington County",413.796,1.134
"MS","28033","DeSoto County",476.279,20.704
"MS","28035","Forrest County",466.042,4.198
"MS","28037","Franklin County",563.712,3.051
"MS","28039","George County",478.696,4.957
"MS","28041","Greene County",712.758,5.938
"MS","28043","Grenada County",422.107,27.297
"MS","28045","Hancock County",473.964,78.802
"MS","28047","Harrison County",574.023,410.665
"MS","28049","Hinds County",869.764,7.528
"MS","28051","Holmes County",756.674,7.942
"MS","28053","Humphreys County",418.514,12.719
"MS","28055","Issaquena County",413.046,28.381
"MS","28057","Itawamba County",532.792,7.657
"MS","28059","Jackson County",722.751,320.652
"MS","28061","Jasper County",676.239,1.228
"MS","28063","Jefferson County",519.933,7.331
"MS","28065","Jefferson Davis County",408.446,0.692
"MS","28067","Jones County",694.814,4.895
"MS","28069","Kemper County",766.182,0.843
"MS","28071","Lafayette County",631.718,47.511
"MS","28073","Lamar County",497.106,3.32
"MS","28075","Lauderdale County",703.652,11.501
"MS","28077","Lawrence County",430.668,5.102
"MS","28079","Leake County",583.001,2.475
"MS","28081","Lee County",449.951,3.224
"MS","28083","Leflore County",593.359,13.02
"MS","28085","Lincoln County",586.124,2.05
"MS","28087","Lowndes County",505.438,11.027
"MS","28089","Madison County",714.312,27.469
"MS","28091","Marion County",542.385,6.236
"MS","28093","Marshall County",706.177,3.55
"MS","28095","Monroe County",765.093,7.003
"MS","28097","Montgomery County",406.981,0.908
"MS","28099","Neshoba County",570.134,1.479
"MS","28101","Newton County",577.855,1.747
"MS","28103","Noxubee County",695.158,4.822
"MS","28105","Oktibbeha County",458.207,3.726
"MS","28107","Panola County",685.143,19.988
"MS","28109","Pearl River County",810.886,8.023
"MS","28111","Perry County",647.207,2.994
"MS","28113","Pike County",409.018,1.676
"MS","28115","Pontotoc County",497.741,3.281
"MS","28117","Prentiss County",414.974,3.225
"MS","28119","Quitman County",405.012,1.419
"MS","28121","Rankin County",775.418,30.668
"MS","28123","Scott County",609.231,1.159
"MS","28125","Sharkey County",431.72,3.4
"MS","28127","Simpson County",589.165,1.304
"MS","28129","Smith County",636.268,1.004
"MS","28131","Stone County",445.485,2.592
"MS","28133","Sunflower County",697.759,9.169
"MS","28135","Tallahatchie County",645.219,6.923
"MS","28137","Tate County",404.763,6.213
"MS","28139","Tippah County",457.811,2.143
"MS","28141","Tishomingo County",424.303,20.216
"MS","28143","Tunica County",454.675,26.077
"MS","28145","Union County",415.6,1.308
"MS","28147","Walthall County",403.928,0.477
"MS","28149","Warren County",588.514,30.039
"MS","28151","Washington County",724.741,36.485
"MS","28153","Wayne County",810.716,2.801
"MS","28155","Webster County",420.938,2.292
"MS","28157","Wilkinson County",678.106,9.66
"MS","28159","Winston County",607.227,2.859
"MS","28161","Yalobusha County",467.129,27.875
"MS","28163","Yazoo County",922.159,12.107
"MO","29001","Adair County",567.324,2.111
"MO","29003","Andrew County",432.703,3.726
"MO","29005","Atchison County",547.285,2.841
"MO","29007","Audrain County",692.235,4.587
"MO","29009","Barry County",778.25,12.719
"MO","29011","Barton County",591.921,4.801
"MO","29013","Bates County",836.689,14.691
"MO","29015","Benton County",704.043,48.487
"MO","29017","Bollinger County",617.905,3.293
"MO","29019","Boone County",685.556,5.491
"MO","29021","Buchanan County",408.026,6.63
"MO","29023","Butler County",694.669,4.322
"MO","29025","Caldwell County",426.392,3.244
"MO","29027","Callaway County",834.578,12.78
"MO","29029","Camden County",655.999,52.646
"MO","29031","Cape Girardeau County",578.535,7.79
"MO","29033","Carroll County",694.622,6.77
"MO","29035","Carter County",507.358,1.662
"MO","29037","Cass County",696.583,5.809
"MO","29039","Cedar County",474.483,24.171
"MO","29041","Chariton County",751.177,15.581
"MO","29043","Christian County",562.645,1.163
"MO","29045","Clark County",504.692,7.133
"MO","29047","Clay County",397.639,11.031
"MO","29049","Clinton County",418.958,4.525
"MO","29051","Cole County",391.513,7.436
"MO","29053","Cooper County",564.766,4.415
"MO","29055","Crawford County",742.516,1.237
"MO","29057","Dade County",490.011,16.243
"MO","29059","Dallas County",540.766,2.08
"MO","29061","Daviess County",563.236,5.809
"MO","29063","DeKalb County",421.358,4.464
"MO","29065","Dent County",752.76,1.745
"MO","29067","Douglas County",813.631,0.965
"MO","29069","Dunklin County",541.072,6.112
"MO","29071","Franklin County",922.682,8.004
"MO","29073","Gasconade County",519.004,6.953
"MO","29075","Gentry County",491.422,0.294
"MO","29077","Greene County",675.319,2.561
"MO","29079","Grundy County",435.285,2.748
"MO","29081","Harrison County",722.504,3.901
"MO","29083","Henry County",696.944,35.381
"MO","29085","Hickory County",398.808,12.917
"MO","29087","Holt County",462.693,7.66
"MO","29089","Howard County",463.783,7.681
"MO","29091","Howell County",927.248,1.125
"MO","29093","Iron County",550.264,1.8
"MO","29095","Jackson County",604.572,11.77
"MO","29097","Jasper County",638.479,2.793
"MO","29099","Jefferson County",656.653,7.632
"MO","29101","Johnson County",829.283,3.909
"MO","29103","Knox County",504.009,2.821
"MO","29105","Laclede County",764.725,3.288
"MO","29107","Lafayette County",628.435,10.508
"MO","29109","Lawrence County",611.737,1.641
"MO","29111","Lewis County",505.042,5.754
"MO","29113","Lincoln County",626.558,13.905
"MO","29115","Linn County",615.564,5.812
"MO","29117","Livingston County",532.321,6.238
"MO","29119","McDonald County",539.48,0.201
"MO","29121","Macon County",801.208,11.163
"MO","29123","Madison County",494.39,3.21
"MO","29125","Maries County",526.979,2.948
"MO","29127","Marion County",436.924,7.38
"MO","29129","Mercer County",453.835,1.275
"MO","29131","Miller County",592.595,7.397
"MO","29133","Mississippi County",411.583,17.18
"MO","29135","Moniteau County",415.026,3.846
"MO","29137","Monroe County",647.653,22.51
"MO","29139","Montgomery County",535.047,5.444
"MO","29141","Morgan County",597.63,16.381
"MO","29143","New Madrid County",674.841,21.734
"MO","29145","Newton County",624.754,1.821
"MO","29147","Nodaway County",876.964,0.912
"MO","29149","Oregon County",789.796,1.749
"MO","29151","Osage County",606.573,6.854
"MO","29153","Ozark County",744.972,10.261
"MO","29155","Pemiscot County",492.521,20.913
"MO","29157","Perry County",474.356,9.805
"MO","29159","Pettis County",682.223,4.056
"MO","29161","Phelps County",671.778,2.544
"MO","29163","Pike County",670.439,14.277
"MO","29165","Platte County",420.196,6.61
"MO","29167","Polk County",635.526,6.887
"MO","29169","Pulaski County",547.101,4.379
"MO","29171","Putnam County",517.317,2.295
"MO","29173","Ralls County",469.781,14.053
"MO","29175","Randolph County",482.712,5.117
"MO","29177","Ray County",568.806,5.13
"MO","29179","Reynolds County",808.478,5.935
"MO","29181","Ripley County",629.539,2.102
"MO","29183","St. Charles County",560.425,32.183
"MO","29185","St. Clair County",674.981,27.081
"MO","29186","Ste. Genevieve County",499.153,7.622
"MO","29187","St. Francois County",451.908,2.765
"MO","29189","St. Louis County",507.772,15.207
"MO","29195","Saline County",755.493,11.424
"MO","29197","Schuyler County",307.305,0.856
"MO","29199","Scotland County",436.669,2.625
"MO","29201","Scott County",419.989,5.869
"MO","29203","Shannon County",1003.821,0.179
"MO","29205","Shelby County",500.863,1.454
"MO","29207","Stoddard County",823.218,5.804
"MO","29209","Stone County",464.036,46.741
"MO","29211","Sullivan County",647.982,3.522
"MO","29213","Taney County",632.44,19.2
"MO","29215","Texas County",1177.266,1.958
"MO","29217","Vernon County",826.393,10.431
"MO","29219","Warren County",428.601,9.169
"MO","29221","Washington County",759.871,2.617
"MO","29223","Wayne County",759.176,14.888
"MO","29225","Webster County",592.563,1.201
"MO","29227","Worth County",266.613,0.207
"MO","29229","Wright County",681.772,1.364
"MO","29510","St. Louis city",61.953,4.12
"MT","30001","Beaverhead County",5542.688,30.249
"MT","30003","Big Horn County",4997.096,19.018
"MT","30005","Blaine County",4227.122,11.228
"MT","30007","Broadwater County",1192.333,45.77
"MT","30009","Carbon County",2047.986,13.391
"MT","30011","Carter County",3340.478,7.529
"MT","30013","Cascade County",2698.189,13.266
"MT","30015","Chouteau County",3972.518,24.177
"MT","30017","Custer County",3783.343,9.854
"MT","30019","Daniels County",1426.013,0.394
"MT","30021","Dawson County",2372.159,11.305
"MT","30023","Deer Lodge County",736.682,4.71
"MT","30025","Fallon County",1620.55,2.284
"MT","30027","Fergus County",4339.329,10.695
"MT","30029","Flathead County",5087.234,168.759
"MT","30031","Gallatin County",2604.727,29.049
"MT","30033","Garfield County",4676.559,172.536
"MT","30035","Glacier County",2994.897,40.981
"MT","30037","Golden Valley County",1174.423,1.012
"MT","30039","Granite County",1727.162,5.617
"MT","30041","Hill County",2899.363,17.066
"MT","30043","Jefferson County",1656.859,2.558
"MT","30045","Judith Basin County",1869.687,0.798
"MT","30047","Lake County",1490.462,163.536
"MT","30049","Lewis and Clark County",3458.543,39.026
"MT","30051","Liberty County",1429.991,17.139
"MT","30053","Lincoln County",3612.706,62.193
"MT","30055","McCone County",2642.199,39.804
"MT","30057","Madison County",3588.169,15.373
"MT","30059","Meagher County",2391.869,2.886
"MT","30061","Mineral County",1219.621,3.821
"MT","30063","Missoula County",2593.053,24.893
"MT","30065","Musselshell County",1868.956,2.751
"MT","30067","Park County",2802.802,10.435
"MT","30069","Petroleum County",1655.625,18.891
"MT","30071","Phillips County",5140.457,71.641
"MT","30073","Pondera County",1624.567,16.981
"MT","30075","Powder River County",3298.196,0.605
"MT","30077","Powell County",2326.053,6.263
"MT","30079","Prairie County",1736.603,5.827
"MT","30081","Ravalli County",2390.983,9.362
"MT","30083","Richland County",2084.302,19.146
"MT","30085","Roosevelt County",2354.424,14.603
"MT","30087","Rosebud County",5008.596,16.618
"MT","30089","Sanders County",2760.407,29.489
"MT","30091","Sheridan County",1675.8,28.988
"MT","30093","Silver Bow County",717.982,0.588
"MT","30095","Stillwater County",1796.643,9.266
"MT","30097","Sweet Grass County",1855.465,6.811
"MT","30099","Teton County",2271.603,20.331
"MT","30101","Toole County",1915.023,30.12
"MT","30103","Treasure County",977.801,6.622
"MT","30105","Valley County",4926.101,135.704
"MT","30107","Wheatland County",1422.481,5.024
"MT","30109","Wibaux County",888.61,0.678
"MT","30111","Yellowstone County",2633.499,15.392
"NE","31001","Adams County",563.273,0.958
"NE","31003","Antelope County",857.218,1.374
"NE","31005","Arthur County",715.355,2.952
"NE","31007","Banner County",746.211,0.153
"NE","31009","Blaine County",710.688,3.646
"NE","31011","Boone County",686.554,0.664
"NE","31013","Box Butte County",1075.293,2.544
"NE","31015","Boyd County",539.935,4.591
"NE","31017","Brown County",1221.356,3.789
"NE","31019","Buffalo County",968.096,7.303
"NE","31021","Burt County",491.586,5.477
"NE","31023","Butler County",584.9,5.911
"NE","31025","Cass County",557.448,8.443
"NE","31027","Cedar County",740.312,5.535
"NE","31029","Chase County",894.419,3.08
"NE","31031","Cherry County",5960.522,48.91
"NE","31033","Cheyenne County",1196.287,0.113
"NE","31035","Clay County",572.289,1.249
"NE","31037","Colfax County",411.649,4.868
"NE","31039","Cuming County",570.619,4.034
"NE","31041","Custer County",2575.594,0.36
"NE","31043","Dakota County",264.255,3.166
"NE","31045","Dawes County",1396.464,4.603
"NE","31047","Dawson County",1013.112,6.321
"NE","31049","Deuel County",439.851,0.861
"NE","31051","Dixon County",476.232,6.669
"NE","31053","Dodge County",528.72,14.28
"NE","31055","Douglas County",328.483,10.864
"NE","31057","Dundy County",919.678,1.176
"NE","31059","Fillmore County",575.371,1.154
"NE","31061","Franklin County",575.816,0.188
"NE","31063","Frontier County",974.592,5.488
"NE","31065","Furnas County",719.132,1.512
"NE","31067","Gage County",851.463,8.498
"NE","31069","Garden County",1704.282,26.593
"NE","31071","Garfield County",569.792,1.593
"NE","31073","Gosper County",458.155,4.568
"NE","31075","Grant County",776.224,7
"NE","31077","Greeley County",569.811,0.845
"NE","31079","Hall County",546.264,5.88
"NE","31081","Hamilton County",541.905,2.834
"NE","31083","Harlan County",553.466,20.595
"NE","31085","Hayes County",713.062,0.22
"NE","31087","Hitchcock County",709.943,8.534
"NE","31089","Holt County",2412.399,5.097
"NE","31091","Hooker County",721.16,0.341
"NE","31093","Howard County",569.338,6.255
"NE","31095","Jefferson County",570.168,5.498
"NE","31097","Johnson County",376.051,0.682
"NE","31099","Kearney County",516.243,0.106
"NE","31101","Keith County",1061.6,48.136
"NE","31103","Keya Paha County",773.076,0.847
"NE","31105","Kimball County",951.846,0.559
"NE","31107","Knox County",1108.351,31.371
"NE","31109","Lancaster County",837.548,8.833
"NE","31111","Lincoln County",2564.063,11.054
"NE","31113","Logan County",570.661,0.465
"NE","31115","Loup County",568.267,2.809
"NE","31117","McPherson County",858.974,1.035
"NE","31119","Madison County",572.743,2.708
"NE","31121","Merrick County",485.852,10.927
"NE","31123","Morrill County",1423.838,6.023
"NE","31125","Nance County",441.634,6.597
"NE","31127","Nemaha County",407.377,2.228
"NE","31129","Nuckolls County",575.155,0.664
"NE","31131","Otoe County",615.631,3.388
"NE","31133","Pawnee County",431.075,1.874
"NE","31135","Perkins County",883.335,1.097
"NE","31137","Phelps County",539.79,0.636
"NE","31139","Pierce County",573.249,1.344
"NE","31141","Platte County",674.041,10.548
"NE","31143","Polk County",438.346,2.296
"NE","31145","Red Willow County",716.986,1.021
"NE","31147","Richardson County",551.84,2.733
"NE","31149","Rock County",1008.293,3.401
"NE","31151","Saline County",574.018,2.291
"NE","31153","Sarpy County",239.02,8.503
"NE","31155","Saunders County",750.234,9.586
"NE","31157","Scotts Bluff County",739.401,5.961
"NE","31159","Seward County",571.428,4.459
"NE","31161","Sheridan County",2440.874,28.935
"NE","31163","Sherman County",565.829,5.816
"NE","31165","Sioux County",2066.627,0.723
"NE","31167","Stanton County",427.949,3.054
"NE","31169","Thayer County",573.807,1.168
"NE","31171","Thomas County",712.9,0.783
"NE","31173","Thurston County",393.584,2.494
"NE","31175","Valley County",568.048,2.41
"NE","31177","Washington County",389.958,3.239
"NE","31179","Wayne County",442.915,0.42
"NE","31181","Webster County",574.913,0.13
"NE","31183","Wheeler County",575.183,0.409
"NE","31185","York County",572.51,3.319
"NV","32001","Churchill County",4930.574,93.593
"NV","32003","Clark County",7891.651,169.258
"NV","32005","Douglas County",709.722,27.922
"NV","32007","Elko County",17169.218,33.103
"NV","32009","Esmeralda County",3581.889,7.163
"NV","32011","Eureka County",4175.679,4.279
"NV","32013","Humboldt County",9640.791,17.065
"NV","32015","Lander County",5490.119,29.384
"NV","32017","Lincoln County",10633.386,3.785
"NV","32019","Lyon County",2001.234,23.013
"NV","32021","Mineral County",3752.842,60.134
"NV","32023","Nye County",18181.914,16.683
"NV","32027","Pershing County",6036.589,30.863
"NV","32029","Storey County",262.921,0.722
"NV","32031","Washoe County",6302.384,239.826
"NV","32033","White Pine County",8874.599,21.112
"NV","32510","Carson City",144.661,12.582
"NH","33001","Belknap County",401.597,68.413
"NH","33003","Carroll County",932.005,61.489
"NH","33005","Cheshire County",706.698,22.246
"NH","33007","Coos County",1794.566,35.739
"NH","33009","Grafton County",1708.586,41.119
"NH","33011","Hillsborough County",876.404,16.075
"NH","33013","Merrimack County",932.757,22.219
"NH","33015","Rockingham County",695.118,100.125
"NH","33017","Strafford County",367.465,15.124
"NH","33019","Sullivan County",537.51,14.625
"NJ","34001","Atlantic County",555.594,116.241
"NJ","34003","Bergen County",232.761,13.675
"NJ","34005","Burlington County",798.91,21.266
"NJ","34007","Camden County",221.347,6.073
"NJ","34009","Cape May County",252.127,368.178
"NJ","34011","Cumberland County",483.526,194.325
"NJ","34013","Essex County",126.118,3.274
"NJ","34015","Gloucester County",321.958,14.809
"NJ","34017","Hudson County",46.25,16.144
"NJ","34019","Hunterdon County",427.828,9.594
"NJ","34021","Mercer County",224.363,4.503
"NJ","34023","Middlesex County",309.253,13.658
"NJ","34025","Monmouth County",468.39,197.084
"NJ","34027","Morris County",460.55,21.001
"NJ","34029","Ocean County",628.828,286.009
"NJ","34031","Passaic County",186.004,12.385
"NJ","34033","Salem County",331.841,40.711
"NJ","34035","Somerset County",301.863,3.091
"NJ","34037","Sussex County",518.749,16.693
"NJ","34039","Union County",102.771,2.717
"NJ","34041","Warren County",356.508,6.116
"NM","35001","Bernalillo County",1161.04,6.361
"NM","35003","Catron County",6924.187,5.481
"NM","35005","Chaves County",6065.235,9.846
"NM","35006","Cibola County",4539.882,2.247
"NM","35007","Colfax County",3757.975,10.154
"NM","35009","Curry County",1405.455,3.157
"NM","35011","De Baca County",2323.085,11.254
"NM","35013","Doña Ana County",3808.165,6.818
"NM","35015","Eddy County",4176.366,21.793
"NM","35017","Grant County",3961.184,5.928
"NM","35019","Guadalupe County",3029.771,1.116
"NM","35021","Harding County",2125.478,0.449
"NM","35023","Hidalgo County",3438.46,9.132
"NM","35025","Lea County",4391.427,3.27
"NM","35027","Lincoln County",4831.115,0.214
"NM","35028","Los Alamos County",109.184,0.089
"NM","35029","Luna County",2965.243,0.167
"NM","35031","McKinley County",5450.527,5.436
"NM","35033","Mora County",1927.683,2.353
"NM","35035","Otero County",6612.556,14.269
"NM","35037","Quay County",2873.888,7.231
"NM","35039","Rio Arriba County",5860.922,35.319
"NM","35041","Roosevelt County",2446.044,7.22
"NM","35043","Sandoval County",3708.998,5.295
"NM","35045","San Juan County",5513.161,25.266
"NM","35047","San Miguel County",4722.057,19.838
"NM","35049","Santa Fe County",1907.962,1.408
"NM","35051","Sierra County",4181.011,57.204
"NM","35053","Socorro County",6646.208,2.049
"NM","35055","Taos County",2202.373,1.306
"NM","35057","Torrance County",3345.219,0.888
"NM","35059","Union County",3823.905,7.129
"NM","35061","Valencia County",1065.71,2.099
"NY","36001","Albany County",522.815,10.487
"NY","36003","Allegany County",1029.3,5.079
"NY","36005","Bronx County",42.051,15.322
"NY","36007","Broome County",705.79,9.724
"NY","36009","Cattaraugus County",1308.36,14.133
"NY","36011","Cayuga County",691.583,172.089
"NY","36013","Chautauqua County",1060.227,439.956
"NY","36015","Chemung County",407.353,3.426
"NY","36017","Chenango County",893.587,5.043
"NY","36019","Clinton County",1037.753,79.775
"NY","36021","Columbia County",634.666,13.538
"NY","36023","Cortland County",498.773,2.746
"NY","36025","Delaware County",1442.46,24.987
"NY","36027","Dutchess County",795.632,29.713
"NY","36029","Erie County",1042.698,184.157
"NY","36031","Essex County",1794.114,122.151
"NY","36033","Franklin County",1629.209,68.227
"NY","36035","Fulton County",495.46,37.42
"NY","36037","Genesee County",492.936,2.372
"NY","36039","Greene County",647.161,10.888
"NY","36041","Hamilton County",1717.378,90.427
"NY","36043","Herkimer County",1411.514,46.495
"NY","36045","Jefferson County",1268.698,588.66
"NY","36047","Kings County",69.813,27.01
"NY","36049","Lewis County",1274.642,15.295
"NY","36051","Livingston County",631.762,8.497
"NY","36053","Madison County",654.865,6.437
"NY","36055","Monroe County",657.21,709.494
"NY","36057","Montgomery County",403.117,7.181
"NY","36059","Nassau County",284.808,168.659
"NY","36061","New York County",22.655,11.025
"NY","36063","Niagara County",522.353,617.317
"NY","36065","Oneida County",1212.331,45.305
"NY","36067","Onondaga County",778.409,27.208
"NY","36069","Ontario County",644.063,18.464
"NY","36071","Orange County",812.316,26.295
"NY","36073","Orleans County",391.263,426.157
"NY","36075","Oswego County",951.644,360.419
"NY","36077","Otsego County",1001.727,14.031
"NY","36079","Putnam County",230.312,15.939
"NY","36081","Queens County",108.768,69.263
"NY","36083","Rensselaer County",652.442,12.961
"NY","36085","Richmond County",58.176,44.112
"NY","36087","Rockland County",173.448,25.804
"NY","36089","St. Lawrence County",2679.263,142.053
"NY","36091","Saratoga County",809.996,33.812
"NY","36093","Schenectady County",204.579,4.865
"NY","36095","Schoharie County",621.819,4.508
"NY","36097","Schuyler County",328.333,13.995
"NY","36099","Seneca County",323.709,66.73
"NY","36101","Steuben County",1390.573,13.511
"NY","36103","Suffolk County",911.755,1461.381
"NY","36105","Sullivan County",968.137,28.585
"NY","36107","Tioga County",518.61,4.27
"NY","36109","Tompkins County",474.649,16.909
"NY","36111","Ulster County",1124.236,36.524
"NY","36113","Warren County",867.245,64.357
"NY","36115","Washington County",831.167,14.721
"NY","36117","Wayne County",603.826,779.229
"NY","36119","Westchester County",430.516,69.479
"NY","36121","Wyoming County",592.751,3.536
"NY","36123","Yates County",338.143,37.647
"NC","37001","Alamance County",423.421,10.821
"NC","37003","Alexander County",259.985,3.647
"NC","37005","Alleghany County",234.403,1.434
"NC","37007","Anson County",531.462,5.644
"NC","37009","Ashe County",425.061,3.125
"NC","37011","Avery County",247.338,0.172
"NC","37013","Beaufort County",832.018,130.83
"NC","37015","Bertie County",699.176,42.119
"NC","37017","Bladen County",874.852,12.757
"NC","37019","Brunswick County",849.621,200.394
"NC","37021","Buncombe County",656.389,3.455
"NC","37023","Burke County",506.246,7.992
"NC","37025","Cabarrus County",361.238,2.705
"NC","37027","Caldwell County",471.891,2.718
"NC","37029","Camden County",240.329,69.928
"NC","37031","Carteret County",507.628,822.784
"NC","37033","Caswell County",425.366,3.337
"NC","37035","Catawba County",401.372,14.651
"NC","37037","Chatham County",681.475,27.515
"NC","37039","Cherokee County",455.37,11.296
"NC","37041","Chowan County",172.657,60.991
"NC","37043","Clay County",214.983,5.798
"NC","37045","Cleveland County",464.097,3.939
"NC","37047","Columbus County",937.508,16.854
"NC","37049","Craven County",706.696,66.586
"NC","37051","Cumberland County",652.516,5.947
"NC","37053","Currituck County",261.938,264.489
"NC","37055","Dare County",383.215,1158.519
"NC","37057","Davidson County",553.167,14.466
"NC","37059","Davie County",263.695,2.857
"NC","37061","Duplin County",814.738,5.48
"NC","37063","Durham County",286.387,11.476
"NC","37065","Edgecombe County",505.432,1.435
"NC","37067","Forsyth County",407.767,4.564
"NC","37069","Franklin County",491.752,2.82
"NC","37071","Gaston County",355.973,8.129
"NC","37073","Gates County",340.612,5.132
"NC","37075","Graham County",291.971,9.67
"NC","37077","Granville County",531.991,5.6
"NC","37079","Greene County",266.739,0.47
"NC","37081","Guilford County",645.769,11.867
"NC","37083","Halifax County",723.733,6.538
"NC","37085","Harnett County",595.013,6.332
"NC","37087","Haywood County",553.57,0.932
"NC","37089","Henderson County",373.065,2.145
"NC","37091","Hertford County",353.162,7.236
"NC","37093","Hoke County",390.11,1.537
"NC","37095","Hyde County",612.332,846.707
"NC","37097","Iredell County",574.195,23.881
"NC","37099","Jackson County",490.881,3.776
"NC","37101","Johnston County",791.245,4.452
"NC","37103","Jones County",471.371,2.326
"NC","37105","Lee County",255.052,4.151
"NC","37107","Lenoir County",399.087,2.278
"NC","37109","Lincoln County",295.861,9.026
"NC","37111","McDowell County",439.954,5.397
"NC","37113","Macon County",515.585,4.08
"NC","37115","Madison County",449.615,1.869
"NC","37117","Martin County",456.425,0.288
"NC","37119","Mecklenburg County",523.599,21.745
"NC","37121","Mitchell County",221.251,0.629
"NC","37123","Montgomery County",491.525,10.004
"NC","37125","Moore County",697.672,8.006
"NC","37127","Nash County",540.443,2.385
"NC","37129","New Hanover County",191.887,136.683
"NC","37131","Northampton County",536.689,13.914
"NC","37133","Onslow County",762.058,143.135
"NC","37135","Orange County",397.533,3.425
"NC","37137","Pamlico County",336.51,225.117
"NC","37139","Pasquotank County",226.88,62.45
"NC","37141","Pender County",871.296,62.898
"NC","37143","Perquimans County",247.144,81.788
"NC","37145","Person County",392.334,12.054
"NC","37147","Pitt County",652.366,3.185
"NC","37149","Polk County",237.778,0.758
"NC","37151","Randolph County",782.31,7.654
"NC","37153","Richmond County",473.977,6.012
"NC","37155","Robeson County",948.011,1.971
"NC","37157","Rockingham County",565.63,7.131
"NC","37159","Rowan County",511.478,12.446
"NC","37161","Rutherford County",565.39,1.808
"NC","37163","Sampson County",945.702,1.901
"NC","37165","Scotland County",318.907,1.476
"NC","37167","Stanly County",395.126,9.746
"NC","37169","Stokes County",449.007,6.794
"NC","37171","Surry County",533.765,3.969
"NC","37173","Swain County",527.995,12.516
"NC","37175","Transylvania County",378.478,1.983
"NC","37177","Tyrrell County",390.778,206.398
"NC","37179","Union County",631.7,7.851
"NC","37181","Vance County",252.397,16.289
"NC","37183","Wake County",834.811,22.433
"NC","37185","Warren County",429.085,15.215
"NC","37187","Washington County",346.51,75.399
"NC","37189","Watauga County",312.419,0.901
"NC","37191","Wayne County",553.909,3.813
"NC","37193","Wilkes County",754.54,2.65
"NC","37195","Wilson County",367.573,5.535
