"USPS","GEOID","NAME","ALAND_SQMI","AWATER_SQMI"
"AL","01001","Autauga County",594.446,9.942
"AL","01003","Baldwin County",1589.808,437.504
"AL","01005","Barbour County",884.876,19.639
"AL","01007","Bibb County",622.583,3.586
"AL","01009","Blount County",644.807,5.821
"AL","01011","Bullock County",622.806,2.338
"AL","01013","Butler County",776.828,1.053
"AL","01015","Calhoun County",605.889,6.397
"AL","01017","Chambers County",596.531,6.582
"AL","01019","Cherokee County",553.72,46.258
"AL","01021","Chilton County",692.854,7.948
"AL","01023","Choctaw County",913.5,7.359
"AL","01025","Clarke County",1238.465,14.109
"AL","01027","Clay County",603.961,2.04
"AL","01029","Cleburne County",560.105,0.909
"AL","01031","Coffee County",678.986,1.509
"AL","01033","Colbert County",592.62,30.9
"AL","01035","Conecuh County",850.157,2.565
"AL","01037","Coosa County",650.926,15.423
"AL","01039","Covington County",1030.456,13.331
"AL","01041","Crenshaw County",608.84,2.076
"AL","01043","Cullman County",734.898,20.123
"AL","01045","Dale County",561.126,1.551
"AL","01047","Dallas County",978.695,15.11
"AL","01049","DeKalb County",777.094,1.591
"AL","01051","Elmore County",618.488,38.553
"AL","01053","Escambia County",945.08,8.059
"AL","01055","Etowah County",535.284,13.345
"AL","01057","Fayette County",627.684,1.672
"AL","01059","Franklin County",633.817,12.706
"AL","01061","Geneva County",574.408,4.543
"AL","01063","Greene County",647.105,12.836
"AL","01065","Hale County",643.943,12.558
"AL","01067","Henry County",561.75,6.559
"AL","01069","Houston County",579.866,1.811
"AL","01071","Jackson County",1077.867,48.903
"AL","01073","Jefferson County",1111.289,12.528
"AL","01075","Lamar County",604.846,0.618
"AL","01077","Lauderdale County",667.7,51.9
"AL","01079","Lawrence County",690.677,26.52
"AL","01081","Lee County",607.552,8.297
"AL","01083","Limestone County",559.939,47.248
"AL","01085","Lowndes County",715.911,9.159
"AL","01087","Macon County",608.908,4.3
"AL","01089","Madison County",801.609,11.106
"AL","01091","Marengo County",976.882,5.789
"AL","01093","Marion County",742.292,1.279
"AL","01095","Marshall County",565.842,57.337
"AL","01097","Mobile County",1229.4,414.612
"AL","01099","Monroe County",1025.687,8.73
"AL","01101","Montgomery County",784.363,15.548
"AL","01103","Morgan County",579.36,19.694
"AL","01105","Perry County",719.664,4.216
"AL","01107","Pickens County",881.43,8.695
"AL","01109","Pike County",672.104,0.902
"AL","01111","Randolph County",580.549,3.585
"AL","01113","Russell County",641.154,6.038
"AL","01115","St. Clair County",631.905,21.735
"AL","01117","Shelby County",785.369,24.155
"AL","01119","Sumter County",903.889,9.433
"AL","01121","Talladega County",736.777,23.529
"AL","01123","Tallapoosa County",716.521,49.734
"AL","01125","Tuscaloosa County",1321.677,29.574
"AL","01127","Walker County",791.194,14
"AL","01129","Washington County",1080.207,8.359
"AL","01131","Wilcox County",888.498,18.913
"AL","01133","Winston County",612.979,18.889
"AZ","04001","Apache County",11197.465,20.917
"AZ","04003","Cochise County",6164.575,52.906
"AZ","04005","Coconino County",18618.665,42.504
"AZ","04007","Gila County",4757.993,37.499
"AZ","04009","Graham County",4622.705,18.323
"AZ","04011","Greenlee County",1841.978,5.309
"AZ","04012","La Paz County",4499.627,14.119
"AZ","04013","Maricopa County",9199.192,24.861
"AZ","04015","Mohave County",13311.091,149.554
"AZ","04017","Navajo County",9949.889,9.297
"AZ","04019","Pima County",9187.214,2.036
"AZ","04021","Pinal County",5365.848,8.618
"AZ","04023","Santa Cruz County",1236.922,1.192
"AZ","04025","Yavapai County",8123.511,4.441
"AZ","04027","Yuma County",5514.028,5.085
"AR","05001","Arkansas County",988.801,44.948
"AR","05003","Ashley County",925.349,15.178
"AR","05005","Baxter County",554.284,32.441
"AR","05007","Benton County",847.482,36.424
"AR","05009","Boone County",590.331,11.669
"AR","05011","Bradley County",649.236,3.681
"AR","05013","Calhoun County",628.564,3.833
"AR","05015","Carroll County",629.98,8.643
"AR","05017","Chicot County",644.31,46.483
"AR","05019","Clark County",866.074,16.755
"AR","05021","Clay County",639.448,1.988
"AR","05023","Cleburne County",553.691,38.23
"AR","05025","Cleveland County",597.784,0.965
"AR","05027","Columbia County",766.067,0.685
"AR","05029","Conway County",552.257,14.411
"AR","05031","Craighead County",707.28,5.44
"AR","05033","Crawford County",591.177,12.016
"AR","05035","Crittenden County",610.33,26.039
"AR","05037","Cross County",616.381,5.926
"AR","05039","Dallas County",667.386,0.72
"AR","05041","Desha County",768.145,51.375
"AR","05043","Drew County",828.354,7.305
"AR","05045","Faulkner County",647.912,16.161
"AR","05047","Franklin County",608.858,10.784
"AR","05049","Fulton County",618.193,2.134
"AR","05051","Garland County",677.814,56.812
"AR","05053","Grant County",631.811,1.119
"AR","05055","Greene County",577.688,1.849
"AR","05057","Hempstead County",727.52,13.657
"AR","05059","Hot Spring County",615.207,6.964
"AR","05061","Howard County",588.567,6.747
"AR","05063","Independence County",763.954,7.565
"AR","05065","Izard County",580.576,3.441
"AR","05067","Jackson County",633.937,7.563
"AR","05069","Jefferson County",870.746,43.03
"AR","05071","Johnson County",659.89,22.854
"AR","05073","Lafayette County",528.295,16.784
"AR","05075","Lawrence County",587.617,4.728
"AR","05077","Lee County",602.621,16.881
"AR","05079","Lincoln County",561.562,10.624
"AR","05081","Little River County",532.256,32.509
"AR","05083","Logan County",708.12,23.433
"AR","05085","Lonoke County",770.93,31.918
"AR","05087","Madison County",834.253,2.827
"AR","05089","Marion County",597.009,43.301
"AR","05091","Miller County",625.588,12.062
"AR","05093","Mississippi County",900.576,19.238
"AR","05095","Monroe County",607.131,14.176
"AR","05097","Montgomery County",779.881,20.408
"AR","05099","Nevada County",617.837,2.802
"AR","05101","Newton County",820.906,2.29
"AR","05103","Ouachita County",732.783,6.969
"AR","05105","Perry County",551.562,8.969
"AR","05107","Phillips County",695.625,31.718
"AR","05109","Pike County",600.619,13.511
"AR","05111","Poinsett County",758.361,5.221
"AR","05113","Polk County",857.684,4.778
"AR","05115","Pope County",812.555,18.22
"AR","05117","Prairie County",647.915,27.697
"AR","05119","Pulaski County",758.573,49.083
"AR","05121","Randolph County",652.238,3.804
"AR","05123","St. Francis County",634.795,7.741
"AR","05125","Saline County",723.567,6.922
"AR","05127","Scott County",892.3,5.754
"AR","05129","Searcy County",666.095,2.416
"AR","05131","Sebastian County",531.895,15.326
"AR","05133","Sevier County",565.127,16.15
"AR","05135","Sharp County",604.439,1.997
"AR","05137","Stone County",606.404,3.028
"AR","05139","Union County",1039.215,15.985
"AR","05141","Van Buren County",709.759,14.525
"AR","05143","Washington County",942.016,10.394
"AR","05145","White County",1035.098,7.048
"AR","05147","Woodruff County",586.768,7.222
"AR","05149","Yell County",930.217,18.641
"CA","06001","Alameda County",739.093,82.232
"CA","06003","Alpine County",738.34,4.848
"CA","06005","Amador County",594.572,11.379
"CA","06007","Butte County",1636.464,40.667
"CA","06009","Calaveras County",1020.013,16.914
"CA","06011","Colusa County",1150.728,5.63
"CA","06013","Contra Costa County",722.757,81.012
"CA","06015","Del Norte County",1006.221,223.461
"CA","06017","El Dorado County",1707.865,78.483
"CA","06019","Fresno County",5958.783,52.268
"CA","06021","Glenn County",1313.946,13.031
"CA","06023","Humboldt County",3567.967,484.287
"CA","06025","Imperial County",4176.58,305.11
"CA","06027","Inyo County",10180.938,45.98
"CA","06029","Kern County",8131.926,30.724
"CA","06031","Kings County",1389.421,2.111
"CA","06033","Lake County",1256.488,72.94
"CA","06035","Lassen County",4541.181,178.935
"CA","06037","Los Angeles County",4058.185,692.949
"CA","06039","Madera County",2137.113,16.2
"CA","06041","Marin County",520.489,307.702
"CA","06043","Mariposa County",1448.818,14.003
"CA","06045","Mendocino County",3506.357,371.798
"CA","06047","Merced County",1935.212,43.44
"CA","06049","Modoc County",3915.445,287.81
"CA","06051","Mono County",3048.987,82.894
"CA","06053","Monterey County",3280.583,490.638
"CA","06055","Napa County",748.33,40.251
"CA","06057","Nevada County",957.767,16.028
"CA","06059","Orange County",790.622,157.378
"CA","06061","Placer County",1407.085,95.169
"CA","06063","Plumas County",2553.062,60.382
"CA","06065","Riverside County",7206.291,96.883
"CA","06067","Sacramento County",964.94,29.372
"CA","06069","San Benito County",1388.715,1.759
"CA","06071","San Bernardino County",20057.282,47.817
"CA","06073","San Diego County",4206.641,318.996
"CA","06075","San Francisco County",46.894,184.996
"CA","06077","San Joaquin County",1392.391,34.373
"CA","06079","San Luis Obispo County",3300.649,314.863
"CA","06081","San Mateo County",448.519,292.439
"CA","06083","Santa Barbara County",2735.148,1053.987
"CA","06085","Santa Clara County",1291.207,12.848
"CA","06087","Santa Cruz County",445.163,161.997
"CA","06089","Shasta County",3775.376,72.02
"CA","06091","Sierra County",953.168,8.996
"CA","06093","Siskiyou County",6278.784,69.154
"CA","06095","Solano County",821.772,84.42
"CA","06097","Sonoma County",1575.852,192.089
"CA","06099","Stanislaus County",1496.008,17.906
"CA","06101","Sutter County",602.418,6.071
"CA","06103","Tehama County",2949.713,12.462
"CA","06105","Trinity County",3179.268,28.343
"CA","06107","Tulare County",4824.353,14.317
"CA","06109","Tuolumne County",2220.931,53.524
"CA","06111","Ventura County",1843.016,365.231
"CA","06113","Yolo County",1014.776,8.76
"CA","06115","Yuba County",632.038,11.969
"CO","08001","Adams County",1167.292,16.126
"CO","08003","Alamosa County",722.577,0.713
"CO","08005","Arapahoe County",797.929,7.528
"CO","08007","Archuleta County",1350.09,5.303
"CO","08009","Baca County",2554.993,2.372
"CO","08011","Bent County",1512.865,28.221
"CO","08013","Boulder County",726.34,14.128
"CO","08014","Broomfield County",33.003,0.545
"CO","08015","Chaffee County",1013.408,1.544
"CO","08017","Cheyenne County",1778.276,3.153
"CO","08019","Clear Creek County",395.197,1.267
"CO","08021","Conejos County",1287.428,3.566
"CO","08023","Costilla County",1227.593,3.409
"CO","08025","Crowley County",787.425,12.908
"CO","08027","Custer County",738.626,1.299
"CO","08029","Delta County",1142.087,6.52
"CO","08031","Denver County",153.334,1.632
"CO","08033","Dolores County",1067.17,1.049
"CO","08035","Douglas County",840.264,2.607
"CO","08037","Eagle County",1684.515,7.278
"CO","08039","Elbert County",1850.842,0.171
"CO","08041","El Paso County",2126.841,2.745
"CO","08043","Fremont County",1533.082,0.863
"CO","08045","Garfield County",2947.535,8.272
"CO","08047","Gilpin County",149.896,0.364
"CO","08049","Grand County",1846.441,23.128
"CO","08051","Gunnison County",3239.142,20.489
"CO","08053","Hinsdale County",1117.231,5.917
"CO","08055","Huerfano County",1591.033,2.236
"CO","08057","Jackson County",1613.726,7.239
"CO","08059","Jefferson County",764.213,9.824
"CO","08061","Kiowa County",1767.809,18.16
"CO","08063","Kit Carson County",2160.822,0.869
"CO","08065","Lake County",376.919,6.993
"CO","08067","La Plata County",1689.782,9.801
"CO","08069","Larimer County",2596.182,37.821
"CO","08071","Las Animas County",4772.938,2.676
"CO","08073","Lincoln County",2577.679,8.796
"CO","08075","Logan County",1838.598,6.318
"CO","08077","Mesa County",3328.939,12.135
"CO","08079","Mineral County",875.76,2.016
"CO","08081","Moffat County",4743.244,7.646
"CO","08083","Montezuma County",2029.279,10.575
"CO","08085","Montrose County",2240.946,1.901
"CO","08087","Morgan County",1280.485,13.383
"CO","08089","Otero County",1261.961,7.742
"CO","08091","Ouray County",541.593,0.618
"CO","08093","Park County",2193.898,16.807
"CO","08095","Phillips County",687.928,0.117
"CO","08097","Pitkin County",970.701,2.499
"CO","08099","Prowers County",1638.394,5.928
"CO","08101","Pueblo County",2386.073,11.693
"CO","08103","Rio Blanco County",3220.971,1.88
"CO","08105","Rio Grande County",911.956,0.38
"CO","08107","Routt County",2362.02,6.113
"CO","08109","Saguache County",3168.566,1.72
"CO","08111","San Juan County",387.516,0.786
"CO","08113","San Miguel County",1286.726,2.009
"CO","08115","Sedgwick County",548.041,1.363
"CO","08117","Summit County",608.338,10.922
"CO","08119","Teller County",557.043,1.909
"CO","08121","Washington County",2518.084,5.872
"CO","08123","Weld County",3987.168,29.554
"CO","08125","Yuma County",2364.398,4.299
"CT","09001","Fairfield County",624.97,212.078
"CT","09003","Hartford County",735.133,15.494
"CT","09005","Litchfield County",920.49,24.09
"CT","09007","Middlesex County",369.303,69.761
"CT","09009","New Haven County",604.502,257.566
"CT","09011","New London County",665.142,106.82
"CT","09013","Tolland County",410.323,6.769
"CT","09015","Windham County",512.877,8.381
"DE","10001","Kent County",586.322,212.009
"DE","10003","New Castle County",426.318,67.711
"DE","10005","Sussex County",936.093,260.329
"DC","11001","District of Columbia",61.145,7.194
"FL","12001","Alachua County",875.054,93.755
"FL","12003","Baker County",585.23,3.74
"FL","12005","Bay County",758.46,274.693
"FL","12007","Bradford County",293.964,6.527
"FL","12009","Brevard County",1015.392,541.632
"FL","12011","Broward County",1206.956,115.857
"FL","12013","Calhoun County",567.334,6.979
"FL","12015","Charlotte County",681.124,177.119
"FL","12017","Citrus County",581.894,191.349
"FL","12019","Clay County",604.808,38.739
"FL","12021","Collier County",1998.77,306.207
"FL","12023","Columbia County",797.543,3.774
"FL","12027","DeSoto County",637.06,2.412
"FL","12029","Dixie County",705.105,158.546
"FL","12031","Duval County",762.635,155.825
"FL","12033","Escambia County",656.888,217.816
"FL","12035","Flagler County",485.472,85.347
"FL","12037","Franklin County",545.145,492.485
"FL","12039","Gadsden County",516.293,12.235
"FL","12041","Gilchrist County",349.695,5.545
"FL","12043","Glades County",806.675,180.213
"FL","12045","Gulf County",553.588,190.837
"FL","12047","Hamilton County",513.782,5.274
"FL","12049","Hardee County",637.79,0.556
"FL","12051","Hendry County",1156.303,33.531
"FL","12053","Hernando County",472.825,116.195
"FL","12055","Highlands County",1016.586,89.444
"FL","12057","Hillsborough County",1020.314,245.404
"FL","12059","Holmes County",478.755,10.292
"FL","12061","Indian River County",502.781,114.126
"FL","12063","Jackson County",918.177,36.387
"FL","12065","Jefferson County",598.094,38.443
"FL","12067","Lafayette County",543.411,4.497
"FL","12069","Lake County",940.876,216.085
"FL","12071","Lee County",784.083,428.289
"FL","12073","Leon County",666.865,34.924
"FL","12075","Levy County",1118.232,294.562
"FL","12077","Liberty County",835.563,7.561
"FL","12079","Madison County",696.106,19.586
"FL","12081","Manatee County",743.156,149.594
"FL","12083","Marion County",1588.031,74.631
"FL","12085","Martin County",543.727,209.368
"FL","12086","Miami-Dade County",1898.663,532.515
"FL","12087","Monroe County",983.015,2754.216
"FL","12089","Nassau County",648.639,77.282
"FL","12091","Okaloosa County",930.262,151.816
"FL","12093","Okeechobee County",768.904,122.997
"FL","12095","Orange County",903.315,99.925
"FL","12097","Osceola County",1327.665,178.373
"FL","12099","Palm Beach County",1969.893,413.305
"FL","12101","Pasco County",747.644,120.819
"FL","12103","Pinellas County",273.793,334.335
"FL","12105","Polk County",1796.757,213.693
"FL","12107","Putnam County",727.88,99.041
"FL","12109","St. Johns County",600.695,220.836
"FL","12111","St. Lucie County",571.677,116.164
"FL","12113","Santa Rosa County",1011.76,162.017
"FL","12115","Sarasota County",555.79,169.494
"FL","12117","Seminole County",309.48,35.825
"FL","12119","Sumter County",547.645,32.181
"FL","12121","Suwannee County",688.552,3.704
"FL","12123","Taylor County",1043.302,188.895
"FL","12125","Union County",243.556,6.197
"FL","12127","Volusia County",1101.179,331.254
"FL","12129","Wakulla County",606.422,129.306
"FL","12131","Walton County",1037.72,201.875
"FL","12133","Washington County",584.184,31.771
"GA","13001","Appling County",507.124,5.138
"GA","13003","Atkinson County",339.301,5.232
"GA","13005","Bacon County",284.036,1.786
"GA","13007","Baker County",341.945,7.193
"GA","13009","Baldwin County",258.62,9.656
"GA","13011","Banks County",232.091,1.796
"GA","13013","Barrow County",160.367,2.565
"GA","13015","Bartow County",459.546,10.567
"GA","13017","Ben Hill County",250.121,3.787
"GA","13019","Berrien County",451.946,5.937
"GA","13021","Bibb County",249.312,5.594
"GA","13023","Bleckley County",215.87,3.262
"GA","13025","Brantley County",442.364,4.839
"GA","13027","Brooks County",493.094,4.706
"GA","13029","Bryan County",436.366,18.09
"GA","13031","Bulloch County",673.046,15.579
"GA","13033","Burke County",826.968,8.015
"GA","13035","Butts County",183.761,4.281
"GA","13037","Calhoun County",280.367,3.211
"GA","13039","Camden County",613.197,168.667
"GA","13043","Candler County",243.053,5.805
"GA","13045","Carroll County",499.034,4.743
"GA","13047","Catoosa County",162.163,0.298
"GA","13049","Charlton County",773.62,8.757
"GA","13051","Chatham County",429.059,203.203
"GA","13053","Chattahoochee County",248.736,2.43
"GA","13055","Chattooga County",313.327,0.22
"GA","13057","Cherokee County",421.11,13.305
"GA","13059","Clarke County",119.205,1.831
"GA","13061","Clay County",195.382,21.855
"GA","13063","Clayton County",141.646,2.725
"GA","13065","Clinch County",800.223,23.771
"GA","13067","Cobb County",339.69,4.828
"GA","13069","Coffee County",575.447,27.203
"GA","13071","Colquitt County",546.986,9.653
"GA","13073","Columbia County",290.089,17.517
"GA","13075","Cook County",227.201,6.002
"GA","13077","Coweta County",440.918,4.915
"GA","13079","Crawford County",324.913,1.54
"GA","13081","Crisp County",272.589,8.362
"GA","13083","Dade County",173.98,0.181
"GA","13085","Dawson County",210.828,3.58
"GA","13087","Decatur County",597.14,26.028
"GA","13089","DeKalb County",267.624,3.549
"GA","13091","Dodge County",495.896,7.217
"GA","13093","Dooly County",391.94,5.344
"GA","13095","Dougherty County",328.627,5.944
"GA","13097","Douglas County",200.114,0.96
"GA","13099","Early County",512.594,3.752
"GA","13101","Echols County",414.894,5.825
"GA","13103","Effingham County",477.704,5.226
"GA","13105","Elbert County",351.057,23.159
"GA","13107","Emanuel County",680.606,9.576
"GA","13109","Evans County",182.863,4.006
"GA","13111","Fannin County",387.071,5.236
"GA","13113","Fayette County",194.363,4.96
"GA","13115","Floyd County",509.923,8.542
"GA","13117","Forsyth County",224.097,23.023
"GA","13119","Franklin County",261.508,4.943
"GA","13121","Fulton County",526.714,7.636
"GA","13123","Gilmer County",426.25,4.705
"GA","13125","Glascock County",143.74,0.713
"GA","13127","Glynn County",419.798,165.45
"GA","13129","Gordon County",355.808,2.235
"GA","13131","Grady County",454.534,5.729
"GA","13133","Greene County",387.435,18.776
"GA","13135","Gwinnett County",430.439,6.32
"GA","13137","Habersham County",276.741,2.285
"GA","13139","Hall County",392.784,36.511
"GA","13141","Hancock County",471.067,6.749
"GA","13143","Haralson County",282.165,1.01
"GA","13145","Harris County",463.887,9.069
"GA","13147","Hart County",232.398,24.55
"GA","13149","Heard County",296.032,5.063
"GA","13151","Henry County",318.611,7.894
"GA","13153","Houston County",375.551,4.37
"GA","13155","Irwin County",354.362,8.401
"GA","13157","Jackson County",339.661,3.439
"GA","13159","Jasper County",368.164,5.3
"GA","13161","Jeff Davis County",330.77,4.628
"GA","13163","Jefferson County",526.485,3.182
"GA","13165","Jenkins County",347.279,5.194
"GA","13167","Johnson County",303.01,3.582
"GA","13169","Jones County",393.937,1.48
"GA","13171","Lamar County",183.5,2.334
"GA","13173","Lanier County",185.292,14.497
"GA","13175","Laurens County",807.302,11.168
"GA","13177","Lee County",355.879,5.915
"GA","13179","Liberty County",516.329,86.198
"GA","13181","Lincoln County",210.38,46.918
"GA","13183","Long County",400.425,3.389
"GA","13185","Lowndes County",496.087,14.489
"GA","13187","Lumpkin County",282.933,1.264
"GA","13189","McDuffie County",257.459,8.925
"GA","13191","McIntosh County",424.346,149.548
"GA","13193","Macon County",400.64,5.351
"GA","13195","Madison County",282.312,3.276
"GA","13197","Marion County",366.016,1.464
"GA","13199","Meriwether County",501.223,4.183
"GA","13201","Miller County",282.421,1.242
"GA","13205","Mitchell County",512.085,1.739
"GA","13207","Monroe County",396.107,2.163
"GA","13209","Montgomery County",239.526,5.167
"GA","13211","Morgan County",347.355,7.266
"GA","13213","Murray County",344.494,2.208
"GA","13215","Muscogee County",216.422,4.584
"GA","13217","Newton County",272.198,7
"GA","13219","Oconee County",184.324,2.049
"GA","13221","Oglethorpe County",439.011,3.027
"GA","13223","Paulding County",312.292,2.05
"GA","13225","Peach County",150.267,1.033
"GA","13227","Pickens County",232.058,0.654
"GA","13229","Pierce County",340.176,3.054
"GA","13231","Pike County",216.086,3.319
"GA","13233","Polk County",310.338,1.802
"GA","13235","Pulaski County",249.06,2.147
"GA","13237","Putnam County",344.648,16.038
"GA","13239","Quitman County",151.237,9.328
"GA","13241","Rabun County",370.131,6.889
"GA","13243","Randolph County",428.236,2.637
"GA","13245","Richmond County",324.329,4.263
"GA","13247","Rockdale County",129.81,2.288
"GA","13249","Schley County",166.906,0.918
"GA","13251","Screven County",645.101,10.768
"GA","13253","Seminole County",235.231,21.325
"GA","13255","Spalding County",195.883,3.708
"GA","13257","Stephens County",179.131,5.066
"GA","13259","Stewart County",458.748,4.865
"GA","13261","Sumter County",482.694,9.96
"GA","13263","Talbot County",391.389,3.373
"GA","13265","Taliaferro County",194.607,0.74
"GA","13267","Tattnall County",479.521,8.828
"GA","13269","Taylor County",376.686,3.013
"GA","13271","Telfair County",437.303,6.705
"GA","13273","Terrell County",335.44,2.263
"GA","13275","Thomas County",544.602,7.617
"GA","13277","Tift County",260.876,7.913
"GA","13279","Toombs County",364.006,6.986
"GA","13281","Towns County",166.531,5.396
"GA","13283","Treutlen County",199.436,3.014
"GA","13285","Troup County",413.991,31.971
"GA","13287","Turner County",285.393,4.587
"GA","13289","Twiggs County",358.413,4.222
"GA","13291","Union County",321.968,7.055
"GA","13293","Upson County",323.437,4.117
"GA","13295","Walker County",446.39,0.646
"GA","13297","Walton County",325.687,4.313
"GA","13299","Ware County",892.889,15.098
"GA","13301","Warren County",284.299,2.388
"GA","13303","Washington County",678.454,5.901
"GA","13305","Wayne County",641.794,7.002
"GA","13307","Webster County",209.118,1.145
"GA","13309","Wheeler County",295.484,4.784
"GA","13311","White County",240.697,1.511
"GA","13313","Whitfield County",290.462,0.592
"GA","13315","Wilcox County",377.705,4.419
"GA","13317","Wilkes County",469.49,4.604
"GA","13319","Wilkinson County",447.315,4.635
"GA","13321","Worth County",570.707,4.048
"HI","15001","Hawaii County",4028.45,1057.715
"HI","15003","Honolulu County",600.606,1565.616
"HI","15005","Kalawao County",11.991,40.836
"HI","15007","Kauai County",619.884,646.429
"HI","15009","Maui County",1161.531,1236.798
"ID","16001","Ada County",1052.519,8.051
"ID","16003","Adams County",1362.805,6.703
"ID","16005","Bannock County",1112.47,35.564
"ID","16007","Bear Lake County",974.968,74.626
"ID","16009","Benewah County",776.865,7.327
"ID","16011","Bingham County",2093.857,26.458
"ID","16013","Blaine County",2637.639,17.242
"ID","16015","Boise County",1899.559,7.373
"ID","16017","Bonner County",1733.003,185.13
"ID","16019","Bonneville County",1865.947,34.343
"ID","16021","Boundary County",1268.728,9.328
"ID","16023","Butte County",2236.31,2.03
"ID","16025","Camas County",1074.234,4.459
"ID","16027","Canyon County",587.397,16.3
"ID","16029","Caribou County",1764.11,34.435
"ID","16031","Cassia County",2565.609,15.12
"ID","16033","Clark County",1763.18,0.956
"ID","16035","Clearwater County",2457.192,30.711
"ID","16037","Custer County",4922.594,16.367
"ID","16039","Elmore County",3074.985,26.475
"ID","16041","Franklin County",663.216,4.692
"ID","16043","Fremont County",1863.826,32.159
"ID","16045","Gem County",559.792,4.801
"ID","16047","Gooding County",729.284,4.853
"ID","16049","Idaho County",8477.323,26.022
"ID","16051","Jefferson County",1093.76,12.034
"ID","16053","Jerome County",597.199,4.979
"ID","16055","Kootenai County",1237.557,71.438
"ID","16057","Latah County",1075.861,0.915
"ID","16059","Lemhi County",4563.396,5.389
"ID","16061","Lewis County",478.866,0.944
"ID","16063","Lincoln County",1201.405,4.482
"ID","16065","Madison County",469.308,4.054
"ID","16067","Minidoka County",757.195,5.378
"ID","16069","Nez Perce County",848.289,8.246
"ID","16071","Oneida County",1198.843,1.543
"ID","16073","Owyhee County",7665.995,30.831
"ID","16075","Payette County",406.897,3.425
"ID","16077","Power County",1403.823,38.307
"ID","16079","Shoshone County",2637.599,5.464
"ID","16081","Teton County",449.181,1.104
"ID","16083","Twin Falls County",1921.763,7.026
"ID","16085","Valley County",3665.218,68.508
"ID","16087","Washington County",1452.865,20.539
"IL","17001","Adams County",855.206,16.133
"IL","17003","Alexander County",235.521,17.08
"IL","17005","Bond County",380.279,2.481
"IL","17007","Boone County",280.735,1.289
"IL","17009","Brown County",305.607,1.598
"IL","17011","Bureau County",869.033,4.47
"IL","17013","Calhoun County",253.825,29.752
"IL","17015","Carroll County",445.063,21.561
"IL","17017","Cass County",375.811,7.947
"IL","17019","Champaign County",996.236,2.157
"IL","17021","Christian County",709.377,6.263
"IL","17023","Clark County",501.421,3.397
"IL","17025","Clay County",468.326,1.266
"IL","17027","Clinton County",474.085,29.186
"IL","17029","Coles County",508.288,1.788
"IL","17031","Cook County",944.991,689.752
"IL","17033","Crawford County",443.631,2.188
"IL","17035","Cumberland County",346.026,0.977
"IL","17037","DeKalb County",631.352,3.308
"IL","17039","De Witt County",397.548,7.537
"IL","17041","Douglas County",416.665,0.559
"IL","17043","DuPage County",327.518,8.822
"IL","17045","Edgar County",623.374,0.622
"IL","17047","Edwards County",222.419,0.302
"IL","17049","Effingham County",478.777,1.229
"IL","17051","Fayette County",716.485,8.858
"IL","17053","Ford County",485.608,0.633
"IL","17055","Franklin County",408.89,22.554
"IL","17057","Fulton County",865.595,16.978
"IL","17059","Gallatin County",323.071,5.111
"IL","17061","Greene County",543.019,3.253
"IL","17063","Grundy County",418.052,12.396
"IL","17065","Hamilton County",434.666,1.226
"IL","17067","Hancock County",793.726,20.67
"IL","17069","Hardin County",177.528,4.05
"IL","17071","Henderson County",378.872,16.348
"IL","17073","Henry County",822.997,2.65
"IL","17075","Iroquois County",1117.291,1.635
"IL","17077","Jackson County",584.072,18.307
"IL","17079","Jasper County",494.515,3.604
"IL","17081","Jefferson County",571.167,12.618
"IL","17083","Jersey County",369.281,7.847
"IL","17085","Jo Daviess County",600.906,17.675
"IL","17087","Johnson County",343.917,4.947
"IL","17089","Kane County",520.163,4.161
"IL","17091","Kankakee County",676.571,4.793
"IL","17093","Kendall County",320.284,1.978
"IL","17095","Knox County",716.415,3.411
"IL","17097","Lake County",443.877,924.513
"IL","17099","LaSalle County",1135.137,13.009
"IL","17101","Lawrence County",372.178,1.961
"IL","17103","Lee County",724.857,4.092
"IL","17105","Livingston County",1044.228,1.699
"IL","17107","Logan County",618.056,0.87
"IL","17109","McDonough County",589.407,0.777
"IL","17111","McHenry County",603.221,7.658
"IL","17113","McLean County",1183.35,2.92
"IL","17115","Macon County",580.687,5.177
"IL","17117","Macoupin County",862.919,4.732
"IL","17119","Madison County",715.734,24.827
"IL","17121","Marion County",572.374,3.663
"IL","17123","Marshall County",386.792,11.725
"IL","17125","Mason County",539.238,24.226
"IL","17127","Massac County",237.218,4.596
"IL","17129","Menard County",314.437,1.02
"IL","17131","Mercer County",561.2,7.494
"IL","17133","Monroe County",385.017,13.019
"IL","17135","Montgomery County",703.687,5.99
"IL","17137","Morgan County",568.804,3.5
"IL","17139","Moultrie County",335.943,8.534
"IL","17141","Ogle County",758.578,4.411
"IL","17143","Peoria County",619.19,11.392
"IL","17145","Perry County",441.773,5.18
"IL","17147","Piatt County",439.17,0.292
"IL","17149","Pike County",831.401,17.484
"IL","17151","Pope County",368.77,5.532
"IL","17153","Pulaski County",199.185,4.044
"IL","17155","Putnam County",160.161,12.063
"IL","17157","Randolph County",575.503,21.702
"IL","17159","Richland County",360.019,1.878
"IL","17161","Rock Island County",427.46,23.828
"IL","17163","St. Clair County",657.779,16.252
"IL","17165","Saline County",379.827,6.953
"IL","17167","Sangamon County",868.302,8.717
"IL","17169","Schuyler County",437.273,4.059
"IL","17171","Scott County",250.913,1.858
"IL","17173","Shelby County",758.536,9.534
"IL","17175","Stark County",288.079,0.274
