"ID" "year" "host" "country" "temp" "precipitation" "elevation" "gold" "silver" "bronze" "population" "GDP" "participate" "medals" "athletes" "time"
"159" 16 2010 0 "British Virgin Islands" 79 74.2 521 0 0 0 195.210154 1.0978 0 0 0 9
"160" 16 2014 0 "British Virgin Islands" 79 74.2 521 0 0 0 NA NA 1 0 1 10
"161" 17 1980 0 "Bulgaria " 39.2 31 2925 0 0 1 8.861535 0.2261 1 1 8 1
"162" 17 1984 0 "Bulgaria " 39.2 31 2925 0 0 0 8.960679 0.1943 1 0 16 2
"163" 17 1988 0 "Bulgaria " 39.2 31 2925 0 0 0 8.981446 0.2561 1 0 31 3
"164" 17 1992 0 "Bulgaria " 39.2 31 2925 0 0 0 8.540164 0.1214 1 0 31 4
"165" 17 1994 0 "Bulgaria " 39.2 31 2925 0 0 0 8.443591 0.1149 1 0 17 5
"166" 17 1998 0 "Bulgaria " 39.2 31 2925 1 0 0 8.256786 0.1582 1 1 19 6
"167" 17 2002 0 "Bulgaria " 39.2 31 2925 0 1 2 7.868468 0.2031 1 3 23 7
"168" 17 2006 0 "Bulgaria " 39.2 31 2925 0 1 0 7.69902 0.4313 1 1 21 8
"169" 17 2010 0 "Bulgaria " 39.2 31 2925 0 0 0 7.395599 0.6453 1 0 19 9
"170" 17 2014 0 "Bulgaria " 39.2 31 2925 0 0 0 7.305888 0.4313 1 0 18 10
"171" 18 1980 0 "Cameroon" 79.7 74.2 4095 0 0 0 8.932121 0.0755 0 0 0 1
"172" 18 1984 0 "Cameroon" 79.7 74.2 4095 0 0 0 10.070779 0.0775 0 0 0 2
"173" 18 1988 0 "Cameroon" 79.7 74.2 4095 0 0 0 11.370394 0.1099 0 0 0 3
"174" 18 1992 0 "Cameroon" 79.7 74.2 4095 0 0 0 12.796831 0.0891 0 0 0 4
"175" 18 1994 0 "Cameroon" 79.7 74.2 4095 0 0 0 13.546948 0.0681 0 0 0 5
"176" 18 1998 0 "Cameroon" 79.7 74.2 4095 0 0 0 15.107909 0.0637 0 0 0 6
"177" 18 2002 0 "Cameroon" 79.7 74.2 4095 0 0 0 16.782044 0.0648 1 0 1 7
"178" 18 2006 0 "Cameroon" 79.7 74.2 4095 0 0 0 18.611937 0.0965 0 0 0 8
"179" 18 2010 0 "Cameroon" 79.7 74.2 4095 0 0 0 20.624343 0.1091 0 0 0 9
"180" 18 2014 0 "Cameroon" 79.7 74.2 4095 0 0 0 21.699631 0.0965 0 0 0 10
"181" 19 1980 0 "Canada " 30.7 61.5 5959 0 1 1 24.593 1.0934 1 2 58 1
"182" 19 1984 0 "Canada " 30.7 61.5 5959 2 1 1 25.702 1.3506 1 4 67 2
"183" 19 1988 1 "Canada " 30.7 61.5 5959 0 2 3 26.895 1.8523 1 5 147 3
"184" 19 1992 0 "Canada " 30.7 61.5 5959 2 3 2 28.519597 2.032 1 7 109 4
"185" 19 1994 0 "Canada " 30.7 61.5 5959 3 6 4 29.111906 1.939 1 13 95 5
"186" 19 1998 0 "Canada " 30.7 61.5 5959 6 5 4 30.2479 2.039 1 15 144 6
"187" 19 2002 0 "Canada " 30.7 61.5 5959 7 3 7 31.362 2.3425 1 17 150 7
"188" 19 2006 0 "Canada " 30.7 61.5 5959 7 10 7 32.570505 3.9257 1 24 196 8
"189" 19 2010 1 "Canada " 30.7 61.5 5959 14 7 5 34.005274 4.6376 1 26 206 9
"190" 19 2014 0 "Canada " 30.7 61.5 5959 10 10 5 34.754312 3.9257 1 25 222 10
"191" 20 1980 0 "Cayman Islands " 79 71 43 0 0 0 0.016164 NA 0 0 0 1
"192" 20 1984 0 "Cayman Islands " 79 71 43 0 0 0 0.018543 NA 0 0 0 2
"193" 20 1988 0 "Cayman Islands " 79 71 43 0 0 0 0.022539 NA 0 0 0 3
"194" 20 1992 0 "Cayman Islands " 79 71 43 0 0 0 0.027402 NA 0 0 0 4
"195" 20 1994 0 "Cayman Islands " 79 71 43 0 0 0 0.030055 NA 0 0 0 5
"196" 20 1998 0 "Cayman Islands " 79 71 43 0 0 0 0.037742 NA 0 0 0 6
"197" 20 2002 0 "Cayman Islands " 79 71 43 0 0 0 0.044742 NA 0 0 0 7
"198" 20 2006 0 "Cayman Islands " 79 71 43 0 0 0 0.050026 NA 0 0 0 8
"199" 20 2010 0 "Cayman Islands " 79 71 43 0 0 0 0.055509 NA 1 0 1 9
"200" 20 2014 0 "Cayman Islands " 79 71 43 0 0 0 0.05757 NA 1 0 1 10
"201" 21 1980 0 "Chile " 57.7 69.3 6880 0 0 0 11.192384 0.2463 0 0 0 1
"202" 21 1984 0 "Chile " 57.7 69.3 6880 0 0 0 11.926647 0.1613 1 0 4 2
"203" 21 1988 0 "Chile " 57.7 69.3 6880 0 0 0 12.757095 0.1932 1 0 6 3
"204" 21 1992 0 "Chile " 57.7 69.3 6880 0 0 0 13.706485 0.3244 1 0 5 4
"205" 21 1994 0 "Chile " 57.7 69.3 6880 0 0 0 14.204726 0.3883 1 0 3 5
"206" 21 1998 0 "Chile " 57.7 69.3 6880 0 0 0 15.072409 0.5266 1 0 3 6
"207" 21 2002 0 "Chile " 57.7 69.3 6880 0 0 0 15.819522 0.4487 1 0 6 7
"208" 21 2006 0 "Chile " 57.7 69.3 6880 0 0 0 16.50453 0.9371 1 0 9 8
"209" 21 2010 0 "Chile " 57.7 69.3 6880 0 0 0 17.15076 1.2685 1 0 3 9
"210" 21 2014 0 "Chile " 57.7 69.3 6880 0 0 0 17.464814 0.9371 1 0 6 10
"211" 22 1980 0 "China " 35.2 2.7 8850 0 0 0 981.235 0.0193 1 0 24 1
"212" 22 1984 0 "China " 35.2 2.7 8850 0 0 0 1036.825 0.0248 1 0 37 2
"213" 22 1988 0 "China " 35.2 2.7 8850 0 0 0 1101.63 0.0281 1 0 20 3
"214" 22 1992 0 "China " 35.2 2.7 8850 0 3 0 1164.97 0.0363 1 3 32 4
"215" 22 1994 0 "China " 35.2 2.7 8850 0 1 2 1191.835 0.0469 1 3 24 5
"216" 22 1998 0 "China " 35.2 2.7 8850 0 6 2 1241.935 0.0821 1 8 55 6
"217" 22 2002 0 "China " 35.2 2.7 8850 2 2 4 1280.4 0.1135 1 8 66 7
"218" 22 2006 0 "China " 35.2 2.7 8850 2 4 5 1311.02 0.2069 1 11 76 8
"219" 22 2010 0 "China " 35.2 2.7 8850 5 2 4 1337.705 0.4433 1 11 90 9
"220" 22 2014 0 "China " 35.2 2.7 8850 3 4 2 1350.695 0.2069 1 9 66 10
"221" 23 1980 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 981.235 0.0193 0 0 0 1
"222" 23 1984 0 "Chinese Taipei " 66.4 83.2 3952 0 0 0 NA 0.0248 1 0 12 2
